Key,Korean(ko),English(en),Japanese(ja)
PS_EDT_4020,"주변의 기운이 달라졌습니다.
쌓여있는 보물이 보입니다.
탐욕의 영역으로 들어온 것 같습니다.","The atmosphere around you has changed.
Piled-up treasures come into view.
It seems you have entered the Realm of Greed.","周囲の気配が、変わりました。
積み上げられた宝が見えます。
強欲の領域に、足を踏み入れたようです。"
PS_EDT_4021,"""너 좋은걸 많이 가지고 있네?""
""내가 가져도 불만은 없지?""","“You’ve got a lot of nice things, don’t you?”
“You wouldn’t mind if I took them, would you?”","「いいものを、ずいぶん持っているじゃないか。」
「少しくらい、俺がもらっても文句はないだろう？」"
PS_EDT_4030,"주변의 기운이 달라졌습니다.
무채색이 된 땅이 보입니다.
질투의 영역으로 들어온 것 같습니다.","The atmosphere around you has changed.
A land drained of color comes into view.
It seems you have entered the Realm of Envy.","周囲の気配が、変わりました。
色を失った大地が、目の前に広がっています。
嫉妬の領域に、足を踏み入れたようです。"
PS_EDT_4031,"""왜 너는 가지고 있는거지?""
""나와 똑같이 만들어 주마""","“Why do you get to have it?”
“I’ll make you just like me.”","「なぜ、お前だけが持っている？」
「我と同じにしてやろう。」"
PS_EDT_4040,"주변의 기운이 달라졌습니다.
달짝찌근한 냄새가 납니다.
음욕의 영역으로 들어온 것 같습니다.","The atmosphere around you has changed.
A sweet, cloying scent fills the air.
It seems you have entered the Realm of Lust.","周囲の気配が、変わりました。
甘ったるい香りが、漂っています。
色欲の領域に、足を踏み入れたようです。"
PS_EDT_4041,"""귀여운 자기가 들어왔네?""
""싸움같은 난폭한 방법말고 다른 방법은 어때~?""","“Well, look who wandered in—aren’t you cute?”
“Why not try something other than rough, violent fighting~?”","「あら、かわいい子が入ってきたじゃない？」
「乱暴なケンカなんてやめて、ほかの方法にしない〜？」"
PS_EDT_4050,"주변의 기운이 달라졌습니다.
수많은 유해가 보입니다.
식탐의 영역으로 들어온것 같습니다.","The atmosphere around you has changed.
Countless remains come into view.
It seems you have entered the Realm of Gluttony.","周囲の気配が、変わりました。
無数の遺骸が、目に入ります。
暴食の領域に、足を踏み入れたようです。"
PS_EDT_4051,"""너 맛있는 냄새 난다.""
""나, 너 먹는다.""","“You smell good.”
“Me eat you.”","「お前、いい匂いする。」
「俺、お前食う。」"
PS_EDT_4060,"주변의 기운이 달라졌습니다.
얼음과 푸른 불꽃이 보입니다.
나태의 영역으로 들어온것 같습니다.","The atmosphere around you has changed.
Ice and blue flames come into view.
It seems you have entered the Realm of Sloth.","周囲の気配が、変わりました。
氷と青い炎が、目に入ります。
怠惰の領域に、足を踏み入れたようです。"
PS_EDT_4061,"""....왜 여기까지 들어온 거지....""
"".....귀찮군....""","“…Why did you come all the way here…?”
“…What a bother…”","「……なぜ、ここまで来たんだ……」
「……面倒だな……」"
PS_EDT_4070,"주변의 기운이 달라졌습니다.
일렁이는 불꽃과
쏟아 오르는 용암이 보입니다.
분노의 영역으로 들어온것 같습니다.","The atmosphere around you has changed.
Flickering flames and surging lava come into view.
It seems you have entered the Realm of Wrath.","周囲の気配が、変わりました。
揺らめく炎と、噴き上がる溶岩が見えます。
憤怒の領域に、足を踏み入れたようです。"
PS_EDT_4071,"분노는 아무런 말도 없이
당신을 노려보고 있습니다.",Wrath glares at you without saying a single word.,"憤怒は、何も語らずに、
あなたをにらみつけています。"
PS_EDT_4072,"굉음과 함께 불덩이가 날라옵니다.
아무래도 벗어날 수 없을 듯 합니다.","With a thunderous roar, a mass of fire comes hurtling toward you.
It seems there’s no way to escape.","轟音とともに、火の塊が飛んできます。
どうやら、逃げられそうにありません。"
PS_EDT_10000,"심상치 않은 기운이 느껴집니다.
보스와 마주치기 전
정비를 하는게 좋을 것 같습니다.","You sense an ominous presence.
It would be wise to prepare before facing the boss.","ただならぬ気配を感じます。
ボスと対峙する前に、
準備を整えたほうがよさそうです。"
